iter	Logloss
169	0.0008514181384
170	0.0008514143783
171	0.0008514095165
172	0.0008513982518
173	0.0008513966004
174	0.0008513966004
175	0.0008513918194
176	0.0008513939182
177	0.0008513939182
178	0.0008513817096
179	0.0008513731665
180	0.0008513638627
181	0.0008513676189
182	0.0008513734404
183	0.0008513632833
184	0.0008513632833
185	0.0008513688802
186	0.000851365118
187	0.0008513603528
188	0.0008513632518
189	0.000851367479
190	0.000851367479
191	0.0008513604612
192	0.0008513562577
193	0.0008513561315
194	0.0008513532976
195	0.0008513532976
196	0.0008513568824
197	0.0008513538081
198	0.0008513538081
199	0.0008513476535
200	0.0008513476535
201	0.0008513502864
202	0.0008513446777
203	0.0008513446777
204	0.0008513426262
205	0.0008513405569
206	0.0008513360597
207	0.0008513288804
208	0.0008513288804
209	0.0008513336357
210	0.0008513336042
211	0.0008513313615
212	0.0008513291898
213	0.0008513253094
214	0.000851317531
215	0.000851317531
216	0.0008513198958
217	0.0008513203491
218	0.0008513200555
219	0.0008513146242
220	0.0008513083316
221	0.0008513146892
222	0.0008513060574
223	0.0008513060574
224	0.0008513101112
225	0.0008513079611
226	0.0008513079611
227	0.0008513069068
228	0.000851309853
229	0.0008513022618
230	0.0008513042857
231	0.0008512987244
232	0.0008512987244
233	0.0008512970236
234	0.0008512933443
235	0.0008512920436
236	0.0008512920436
237	0.0008512928713
238	0.0008512887288
239	0.000851281715
240	0.0008512946923
241	0.0008512946923
242	0.0008512893102
243	0.0008512828876
244	0.0008512801187
245	0.0008512751328
246	0.0008512751328
247	0.0008512678352
248	0.0008512653777
249	0.0008512653777
250	0.0008512695498
251	0.000851260715
252	0.0008512670115
253	0.0008512670115
254	0.0008512609948
255	0.0008512609948
256	0.0008512583147
257	0.0008512583147
258	0.0008512646249
259	0.0008512646249
260	0.0008512646249
261	0.0008512583698
262	0.0008512504456
263	0.0008512519926
264	0.0008512569588
265	0.0008512556384
266	0.0008512556384
267	0.0008512525799
268	0.000851250617
269	0.0008512536578
270	0.000851249811
271	0.0008512448093
272	0.0008512454813
273	0.0008512454813
274	0.000851245432
275	0.0008512458636
276	0.0008512426967
277	0.0008512453571
278	0.0008512435185
279	0.0008512343369
280	0.0008512343369
281	0.000851241195
282	0.000851241195
283	0.000851241195
284	0.000851241195
285	0.000851241195
286	0.000851241195
287	0.000851233454
288	0.000851233454
289	0.000851233454
290	0.000851233454
291	0.000851233454
292	0.000851233454
293	0.000851233454
294	0.000851233454
295	0.000851233454
296	0.000851233454
297	0.000851233454
298	0.000851233454
299	0.000851233454
300	0.000851233454
301	0.000851233454
302	0.000851233454
303	0.000851233454
304	0.000851233454
305	0.000851233454
306	0.000851233454
307	0.0008512294633
308	0.0008512294633
309	0.0008512294633
310	0.0008512294633
311	0.0008512294633
312	0.0008512294633
313	0.0008512294633
314	0.0008512294633
315	0.0008512294633
316	0.0008512294633
317	0.0008512294633
318	0.0008512294633
319	0.0008512294633
320	0.0008512294633
321	0.0008512294633
322	0.0008512294633
323	0.0008512294633
324	0.0008512294633
325	0.0008512294633
326	0.0008512294633
327	0.0008512294633
328	0.0008512294633
329	0.0008512294633
330	0.0008512294633
331	0.0008512294633
332	0.0008512294633
333	0.0008512294633
334	0.0008512294633
335	0.0008512294633
336	0.0008512294633
337	0.0008512294633
338	0.0008512294633
339	0.0008512294633
340	0.0008512294633
341	0.0008512294633
342	0.0008512294633
343	0.0008512294633
344	0.0008512294633
345	0.0008512294633
346	0.0008512294633
347	0.0008512294633
348	0.0008512294633
349	0.0008512294633
350	0.0008512294633
351	0.0008512294633
352	0.0008512294633
353	0.0008512294633
354	0.0008512294633
355	0.0008512294633
356	0.0008512294633
357	0.0008512294633
358	0.0008512294633
359	0.0008512294633
360	0.0008512294633
361	0.0008512294633
362	0.0008512294633
363	0.0008512294633
364	0.0008512294633
365	0.0008512294633
366	0.0008512294633
367	0.0008512294633
368	0.0008512294633
369	0.0008512294633
370	0.0008512294633
371	0.0008512294633
372	0.0008512294633
373	0.0008512294633
374	0.0008512294633
375	0.0008512294633
376	0.0008512294633
377	0.0008512294633
378	0.0008512294633
379	0.0008512294633
380	0.0008512294633
381	0.0008512294633
382	0.0008512294633
383	0.0008512294633
384	0.0008512294633
385	0.0008512294633
386	0.0008512294633
387	0.0008512294633
388	0.0008512294633
389	0.0008512294633
390	0.0008512294633
391	0.0008512294633
392	0.0008512294633
393	0.0008512294633
394	0.0008512294633
395	0.0008512294633
396	0.0008512294633
397	0.0008512294633
398	0.0008512294633
399	0.0008512294633
